Tile,Reg,Act,Lr1,Lr2,Lr,Lf1,Lf2,Lf,Lq_empirical,Lq_theoretical,lr_source,stochasticity
9,2,1,1.25207351288268,1.624906103858239,2.876979616740919,1.0004000332088727,1.0007067518099158,1.0007067518099158,83.16087394223905,149.00929779156056,tile,0.002
9,2,2,0.31008360326639617,0.3577855540435159,0.667869157309912,1.000069136002286,1.0003682002348793,1.0003682002348793,69.68017941020022,34.007005855122,tile,0.002
9,2,3,0.5444881893663812,0.5722082586885089,1.1166964480548902,0.9993141655892636,1.0006533932143635,1.0006533932143635,77.4688340467834,57.68157101024888,tile,0.002
10,1,0,0.166091980545141,0.13615026817115233,0.30224224871629335,0.9999275002803981,0.9993883931910661,0.9999275002803981,64.3407985850904,15.0586169061535,tile,0.002
10,1,1,1.1811474506645552,1.4761597375989899,2.657307188263545,1.0010034482943075,1.0002553676892278,1.0010034482943075,87.75158370711466,139.73603586861452,tile,0.002
10,1,2,0.3311679974434134,0.45888141283499806,0.7900494102784115,1.0001168207888333,1.0004335872604952,1.0004335872604952,77.40383515779095,40.3599489389344,tile,0.002
10,1,3,0.25412850801934117,0.24223606762686722,0.4963645756462084,1.0002074975120956,0.9995134722708746,1.0002074975120956,71.57284644472699,25.073157050015165,tile,0.002
11,1,0,0.003332880983155431,0.004160335318358069,0.0074932163015135,0.9999275002803981,0.9993883931910661,0.9999275002803981,26.70993993597692,0.37333454921900644,tile,0.002
11,1,1,0.032998274159574015,0.011012676665368216,0.04401095082494223,1.0010034482943075,1.0002553676892278,1.0010034482943075,35.70265520048757,2.3143413114780707,tile,0.002
11,1,2,0.017859941272871594,0.02127633944754919,0.03913628072042079,1.0001168207888333,1.0004335872604952,1.0004335872604952,41.79224530109634,1.9992905139684372,tile,0.002
11,1,3,0.0017763159315767425,0.003373016811682413,0.005149332743259155,1.0002074975120956,0.9995134722708746,1.0002074975120956,22.409798252338863,0.26011128696369223,tile,0.002
12,2,0,0.08356285719641074,0.0645093114109328,0.14807216860734354,1.0002492218771415,1.0004351132172595,1.0004351132172595,69.07721770024598,7.564896159367856,tile,0.002
12,2,1,0.15847138055288007,0.15984362644583597,0.31831500699871607,1.0004000332088727,1.0007067518099158,1.0007067518099158,65.71505495471726,16.486698547807528,tile,0.002
12,2,2,0.028957355839361393,0.035419667873568254,0.06437702371292965,1.000069136002286,1.0003682002348793,1.0003682002348793,62.28273337186363,3.2779921012657836,tile,0.002
12,2,3,0.2957501765140034,0.27645051049567515,0.5722006870096785,0.9993141655892636,1.0006533932143635,1.0006533932143635,69.31852611492671,29.55631731197162,tile,0.002
13,2,0,2.7130537198614286,2.9291648012531173,5.642218521114546,1.0002492218771415,1.0004351132172595,1.0004351132172595,54.92868167123502,288.2567171274399,tile,0.002
13,2,1,3.427928618304903,3.7708579714019534,7.198786589706856,1.0004000332088727,1.0007067518099158,1.0007067518099158,60.08178545548783,372.8514892638255,tile,0.002
13,2,2,2.1277487864042586,2.22729674783985,4.355045534244109,1.000069136002286,1.0003682002348793,1.0003682002348793,67.36078712097273,221.7531044237732,tile,0.002
13,2,3,2.9228436508300755,2.7904075184423798,5.713251169272455,0.9993141655892636,1.0006533932143635,1.0006533932143635,34.68212462098569,295.1109082452977,tile,0.002
14,1,0,2.46696035971191,2.439072903494557,4.906033263206467,0.9999275002803981,0.9993883931910661,0.9999275002803981,58.49194110682496,244.433317159507,tile,0.002
14,1,1,3.6729215435544686,4.064510595253077,7.737432138807546,1.0010034482943075,1.0002553676892278,1.0010034482943075,67.02262995037934,406.87734547766235,tile,0.002
14,1,2,2.8435085755751306,3.161159508121782,6.004668083696913,1.0001168207888333,1.0004335872604952,1.0004335872604952,48.882335356170096,306.7505577503737,tile,0.002
14,1,3,1.7225726145461786,2.1548502327736774,3.877422847319856,1.0002074975120956,0.9995134722708746,1.0002074975120956,66.98244015840774,195.862550975963,tile,0.002
15,1,0,0.06679817667446082,0.15247872286023822,0.21927689953469903,0.9999275002803981,0.9993883931910661,0.9999275002803981,21.594987299496054,10.925033943754324,tile,0.002
15,1,1,0.11546390233516586,0.2384811953003679,0.3539450976355338,1.0010034482943075,1.0002553676892278,1.0010034482943075,33.02002467730879,18.612407732595955,tile,0.002
15,1,2,0.2347204527568701,0.31177860306476174,0.5464990558216318,1.0001168207888333,1.0004335872604952,1.0004335872604952,37.2681969271236,27.918094363698348,tile,0.002
15,1,3,0.021011139441681235,0.06787923950900059,0.08889037895068182,1.0002074975120956,0.9995134722708746,1.0002074975120956,17.795974725955915,4.490172226259742,tile,0.002
