Reg,Act,Lr1,Lr2,Lr,Lf1,Lf2,Lf,Lq_theoretical,stochasticity
1,0,0.5415263410246479,0.31818105590675927,0.8597073969314072,1.0000370511230465,1.0000528560709514,1.0000528560709514,86.42296957570115,0.00016
1,1,0.9761832683865039,0.8668581845890633,1.8430414529755672,0.9943217188902085,0.9937073677398685,0.9943217188902085,117.98109360161013,0.00016
1,2,0.6529761783338413,0.5522123866001685,1.2051885649340097,1.0000057685678745,0.9999884448869767,1.0000057685678745,120.58772272127173,0.00016
1,3,0.33286835716247803,0.29636878409779727,0.6292371412602753,0.999890744266567,1.0000351962188867,1.0000351962188867,63.143733772871826,0.00016
2,0,0.260311291465545,0.29338496109261974,0.5536962525581648,0.999964418839147,0.9999974206324643,0.9999974206324643,55.355489822632556,0.00016
2,1,1.176809105572043,0.8311412954670155,2.0079504010390585,0.9998616395497935,0.988181541672038,0.9998616395497935,198.08177838444257,0.00016
2,2,0.28850780782752455,0.26670885936699185,0.5552166671945165,1.0000205006751204,0.9997638323822281,1.0000205006751204,55.63458081966881,0.00016
2,3,0.7292954036891137,0.7644125439101597,1.4937079475992734,0.9999503324918465,0.999924476055094,0.9999503324918465,148.63991989104758,0.00016
3,0,2.8985881412356242,0.0002837107802634019,2.898871852015888,0.9999949710959106,0.999926133916677,0.9999949710959106,289.7429333487734,0.00016
3,1,0.5493475380516915,7.934373357979736e-05,0.5494268817852712,0.9999808735439234,0.999997583849677,0.999997583849677,54.92954909179668,0.00016
3,2,1.6379811712808015,4.382660650473693e-06,1.6379855539414518,0.9999973620690297,0.9998205780043847,0.9999973620690297,163.7557897236866,0.00016
3,3,0.7178005554822063,0.0014558064619480844,0.7192563619441544,1.0000123980207356,1.0000354023742875,1.0000354023742875,72.17861031804007,0.00016
4,0,0.00045713078654027343,1.9510473614716979,1.951504492258238,0.9999369977712588,1.0000328308554467,1.0000328308554467,195.78680621079855,0.00016
4,1,0.00021629781882018993,0.5147462047624001,0.5149625025812202,0.999968776148671,0.9999846986840917,0.9999846986840917,51.41836016945009,0.00016
4,2,0.0028031882138644954,0.43511148848016035,0.43791467669402484,1.0000147758904931,0.9999681111751231,1.0000147758904931,43.855620247789375,0.00016
4,3,7.309257228586025e-06,1.4626992041743971,1.4627065134316257,0.9998777063895113,1.0000126862016083,1.0000126862016083,146.45458863451228,0.00016
