Reg,Act,Lr1,Lr2,Lr,Lf1,Lf2,Lf,Lq_theoretical,stochasticity
1,0,0.25131675248327695,0.3176384676971795,0.5689552201804564,1.0000251917182563,0.9999924615089377,1.0000251917182563,57.03777308949986,8e-05
1,1,1.0831465816694932,1.0146111189999663,2.0977577006694594,0.9999214696542711,0.9923239576804275,0.9999214696542711,208.15744909900965,8e-05
1,2,0.5981137062854952,0.4378340196409743,1.0359477259264696,0.9999999032548554,1.0000076424107238,1.0000076424107238,103.67321160579732,8e-05
1,3,0.23096184627796598,0.21784803273810913,0.4488098790160751,0.9999915676024792,0.9999054124801201,0.9999915676024792,44.84355217444787,8e-05
2,0,0.24162992562684962,0.18282536213379733,0.42445528776064695,0.9999798259366588,0.9999876869290236,0.9999876869290236,42.393850925019784,8e-05
2,1,1.1807058423239933,0.9309792080688678,2.111685050392861,0.9999099069315751,0.999925716551812,0.999925716551812,209.6268959813084,8e-05
2,2,0.25476022032774426,0.16567465462633169,0.42043487495407594,0.9999278586037661,0.9999077164759854,0.9999278586037661,41.745342334462805,8e-05
2,3,0.546587657332722,0.6183584775299802,1.1649461348627022,0.9999864685668889,1.0000251544108378,1.0000251544108378,116.78544271786384,8e-05
3,0,2.880431463795949,0.00011015161563314579,2.880541615411582,0.9999954774679014,0.9999425547579395,0.9999954774679014,287.92524857446773,8e-05
3,1,0.46439522615197965,0.0001913476480034882,0.46458657379998314,1.0000070726623929,0.9999983255312883,1.0000070726623929,46.49121022678123,8e-05
3,2,1.581153683453392,4.9791926813991276e-06,1.5811586626460734,1.0000071394667822,0.9998970880163408,1.0000071394667822,158.22770274595715,8e-05
3,3,0.6706111039944346,0.0013601438527681604,0.6719712478472027,0.9999940548495487,1.0000882786600378,1.0000882786600378,67.78957772020132,8e-05
4,0,0.00027852907208081963,2.2015091085790632,2.2017876376511443,0.9999606578507587,1.0000146642652699,1.0000146642652699,220.49887571162344,8e-05
4,1,0.0003196229122150578,0.4768970632364412,0.47721668614865626,1.0000204023120736,0.9999943829068029,1.0000204023120736,47.81825330461221,8e-05
4,2,0.00205396223044773,0.5031646306519144,0.5052185928823621,1.0000055868237545,0.9999995504347077,1.0000055868237545,50.549818167803615,8e-05
4,3,6.359403424685588e-06,1.3943240237827879,1.3943303831862126,0.9999783838737919,1.0000182290766333,1.0000182290766333,139.68512507271927,8e-05
